"_id","activity","bpu","experimentId","population","response","userId","username"
"ObjectId(""5a4d0e6a90789136ad077245"")","-1","eug6","ObjectId(""5a4d0e6a90789136ad077245"")","-1",0,,"scripterResponse"
"ObjectId(""5a4d10b190789136ad077248"")","-1","eug16","ObjectId(""5a4d10b190789136ad077248"")","-1","0.0758630331883",,"scripterResponse"
"ObjectId(""5a4d118090789136ad077249"")","220.493898417","eug10","ObjectId(""5a4d118090789136ad077249"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d134590789136ad07724c"")","-1","eug8","ObjectId(""5a4d134590789136ad07724c"")","18","-1",,"scripterPopulation"
"ObjectId(""5a4d157390789136ad07724f"")","133.940972222","eug6","ObjectId(""5a4d157390789136ad07724f"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d17b990789136ad077252"")","150.882711039","eug16","ObjectId(""5a4d17b990789136ad077252"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d188990789136ad077253"")","-1","eug10","ObjectId(""5a4d188990789136ad077253"")","294","-1",,"scripterPopulation"
"ObjectId(""5a4d1a4e90789136ad077256"")","-1","eug8","ObjectId(""5a4d1a4e90789136ad077256"")","-1",0,,"scripterResponse"
"ObjectId(""5a4d1c7c90789136ad077259"")","-1","eug6","ObjectId(""5a4d1c7c90789136ad077259"")","92","-1",,"scripterPopulation"
"ObjectId(""5a4d1ec290789136ad07725d"")","-1","eug16","ObjectId(""5a4d1ec290789136ad07725d"")","84","-1",,"scripterPopulation"
"ObjectId(""5a4d1f9190789136ad07725e"")","-1","eug10","ObjectId(""5a4d1f9190789136ad07725e"")","-1",0,,"scripterResponse"
"ObjectId(""5a4d215690789136ad077261"")","145.476973684","eug8","ObjectId(""5a4d215690789136ad077261"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d238590789136ad077264"")","-1","eug6","ObjectId(""5a4d238590789136ad077264"")","-1",0,,"scripterResponse"
"ObjectId(""5a4d25cb90789136ad077267"")","-1","eug16","ObjectId(""5a4d25cb90789136ad077267"")","-1","0.08644221386",,"scripterResponse"
"ObjectId(""5a4d269a90789136ad077268"")","216.600483425","eug10","ObjectId(""5a4d269a90789136ad077268"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d285e90789136ad07726b"")","-1","eug8","ObjectId(""5a4d285e90789136ad07726b"")","10","-1",,"scripterPopulation"
"ObjectId(""5a4d2a8d90789136ad07726e"")","127.609080189","eug6","ObjectId(""5a4d2a8d90789136ad07726e"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d2cd390789136ad077271"")","132.682291667","eug16","ObjectId(""5a4d2cd390789136ad077271"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d2da390789136ad077272"")","-1","eug10","ObjectId(""5a4d2da390789136ad077272"")","369","-1",,"scripterPopulation"
"ObjectId(""5a4d2f6790789136ad077275"")","-1","eug8","ObjectId(""5a4d2f6790789136ad077275"")","-1","0.470893059278",,"scripterResponse"
"ObjectId(""5a4d319590789136ad077278"")","-1","eug6","ObjectId(""5a4d319590789136ad077278"")","103","-1",,"scripterPopulation"
"ObjectId(""5a4d33db90789136ad07727b"")","-1","eug16","ObjectId(""5a4d33db90789136ad07727b"")","101","-1",,"scripterPopulation"
"ObjectId(""5a4d34ab90789136ad07727c"")","-1","eug10","ObjectId(""5a4d34ab90789136ad07727c"")","-1",0,,"scripterResponse"
"ObjectId(""5a4d367090789136ad07727f"")","143.9453125","eug8","ObjectId(""5a4d367090789136ad07727f"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d389e90789136ad077282"")","-1","eug6","ObjectId(""5a4d389e90789136ad077282"")","-1",0,,"scripterResponse"
"ObjectId(""5a4d3ae490789136ad077285"")","-1","eug16","ObjectId(""5a4d3ae490789136ad077285"")","-1","0.228670393804",,"scripterResponse"
"ObjectId(""5a4d3bb490789136ad077286"")","226.444256757","eug10","ObjectId(""5a4d3bb490789136ad077286"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d3d7890789136ad077289"")","-1","eug8","ObjectId(""5a4d3d7890789136ad077289"")","17","-1",,"scripterPopulation"
"ObjectId(""5a4d3fa790789136ad07728c"")","128.426670792","eug6","ObjectId(""5a4d3fa790789136ad07728c"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d41ec90789136ad07728f"")","159.001865672","eug16","ObjectId(""5a4d41ec90789136ad07728f"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d42bd90789136ad077290"")","-1","eug10","ObjectId(""5a4d42bd90789136ad077290"")","373","-1",,"scripterPopulation"
"ObjectId(""5a4d448190789136ad077293"")","-1","eug8","ObjectId(""5a4d448190789136ad077293"")","-1","0.29409268409",,"scripterResponse"
"ObjectId(""5a4d46b090789136ad077296"")","-1","eug6","ObjectId(""5a4d46b090789136ad077296"")","99","-1",,"scripterPopulation"
"ObjectId(""5a4d48f490789136ad07729b"")","-1","eug16","ObjectId(""5a4d48f490789136ad07729b"")","68","-1",,"scripterPopulation"
"ObjectId(""5a4d499490789136ad07729c"")","-1","eug6","ObjectId(""5a4d499490789136ad07729c"")","-1","-1","ObjectId(""58295ba579babea371ef32e2"")","peterwashington"
"ObjectId(""5a4d49c690789136ad07729d"")","-1","eug10","ObjectId(""5a4d49c690789136ad07729d"")","-1",0,,"scripterResponse"
"ObjectId(""5a4d49ed90789136ad07729e"")","-1","eug8","ObjectId(""5a4d49ed90789136ad07729e"")","-1","-1","ObjectId(""58295ba579babea371ef32e2"")","peterwashington"
"ObjectId(""5a4d4a5e90789136ad0772a2"")","-1","eug10","ObjectId(""5a4d4a5e90789136ad0772a2"")","-1","-1","ObjectId(""58295ba579babea371ef32e2"")","peterwashington"
"ObjectId(""5a4d4ab490789136ad0772a3"")","-1","eug16","ObjectId(""5a4d4ab490789136ad0772a3"")","-1","-1","ObjectId(""58295ba579babea371ef32e2"")","peterwashington"
"ObjectId(""5a4d4b8a90789136ad0772a5"")","149.696180556","eug8","ObjectId(""5a4d4b8a90789136ad0772a5"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d4db890789136ad0772a8"")","-1","eug6","ObjectId(""5a4d4db890789136ad0772a8"")","-1",0,,"scripterResponse"
"ObjectId(""5a4d4ffd90789136ad0772ab"")","-1","eug16","ObjectId(""5a4d4ffd90789136ad0772ab"")","-1","0.244140108619",,"scripterResponse"
"ObjectId(""5a4d50ce90789136ad0772ac"")","210.511958799","eug10","ObjectId(""5a4d50ce90789136ad0772ac"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d529290789136ad0772af"")","-1","eug8","ObjectId(""5a4d529290789136ad0772af"")","14","-1",,"scripterPopulation"
"ObjectId(""5a4d54c090789136ad0772b2"")","134.459005376","eug6","ObjectId(""5a4d54c090789136ad0772b2"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d570590789136ad0772b5"")","151.425253378","eug16","ObjectId(""5a4d570590789136ad0772b5"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d57d790789136ad0772b6"")","-1","eug10","ObjectId(""5a4d57d790789136ad0772b6"")","362","-1",,"scripterPopulation"
"ObjectId(""5a4d599b90789136ad0772b9"")","-1","eug8","ObjectId(""5a4d599b90789136ad0772b9"")","-1","0.224383133186",,"scripterResponse"
"ObjectId(""5a4d5bc990789136ad0772bc"")","-1","eug6","ObjectId(""5a4d5bc990789136ad0772bc"")","95","-1",,"scripterPopulation"
"ObjectId(""5a4d5e0d90789136ad0772bf"")","-1","eug16","ObjectId(""5a4d5e0d90789136ad0772bf"")","88","-1",,"scripterPopulation"
"ObjectId(""5a4d5edf90789136ad0772c0"")","-1","eug10","ObjectId(""5a4d5edf90789136ad0772c0"")","-1",0,,"scripterResponse"
"ObjectId(""5a4d60a390789136ad0772c3"")","144.568452381","eug8","ObjectId(""5a4d60a390789136ad0772c3"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d62d290789136ad0772c6"")","-1","eug6","ObjectId(""5a4d62d290789136ad0772c6"")","-1",0,,"scripterResponse"
"ObjectId(""5a4d651590789136ad0772c9"")","-1","eug16","ObjectId(""5a4d651590789136ad0772c9"")","-1","0.0164697784769",,"scripterResponse"
"ObjectId(""5a4d65e790789136ad0772ca"")","212.751865672","eug10","ObjectId(""5a4d65e790789136ad0772ca"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d67ac90789136ad0772cd"")","-1","eug8","ObjectId(""5a4d67ac90789136ad0772cd"")","16","-1",,"scripterPopulation"
"ObjectId(""5a4d69da90789136ad0772d0"")","125.708382527","eug6","ObjectId(""5a4d69da90789136ad0772d0"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d6c1e90789136ad0772d3"")","165.403053977","eug16","ObjectId(""5a4d6c1e90789136ad0772d3"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d6cf090789136ad0772d4"")","-1","eug10","ObjectId(""5a4d6cf090789136ad0772d4"")","318","-1",,"scripterPopulation"
"ObjectId(""5a4d6eb590789136ad0772d7"")","-1","eug8","ObjectId(""5a4d6eb590789136ad0772d7"")","-1",0,,"scripterResponse"
"ObjectId(""5a4d70e390789136ad0772da"")","-1","eug6","ObjectId(""5a4d70e390789136ad0772da"")","67","-1",,"scripterPopulation"
"ObjectId(""5a4d732790789136ad0772dd"")","-1","eug16","ObjectId(""5a4d732790789136ad0772dd"")","105","-1",,"scripterPopulation"
"ObjectId(""5a4d73f990789136ad0772de"")","-1","eug10","ObjectId(""5a4d73f990789136ad0772de"")","-1",0,,"scripterResponse"
"ObjectId(""5a4d75bd90789136ad0772e1"")","140.9765625","eug8","ObjectId(""5a4d75bd90789136ad0772e1"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d77ec90789136ad0772e4"")","-1","eug6","ObjectId(""5a4d77ec90789136ad0772e4"")","-1",0,,"scripterResponse"
"ObjectId(""5a4d7a2f90789136ad0772e7"")","-1","eug16","ObjectId(""5a4d7a2f90789136ad0772e7"")","-1","0.156034241418",,"scripterResponse"
"ObjectId(""5a4d7b0190789136ad0772e8"")","199.937824394","eug10","ObjectId(""5a4d7b0190789136ad0772e8"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d7cc690789136ad0772eb"")","-1","eug8","ObjectId(""5a4d7cc690789136ad0772eb"")","12","-1",,"scripterPopulation"
"ObjectId(""5a4d7ef490789136ad0772ee"")","131.227245146","eug6","ObjectId(""5a4d7ef490789136ad0772ee"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d813790789136ad0772f1"")","140.263776882","eug16","ObjectId(""5a4d813790789136ad0772f1"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d820a90789136ad0772f2"")","-1","eug10","ObjectId(""5a4d820a90789136ad0772f2"")","313","-1",,"scripterPopulation"
"ObjectId(""5a4d83cf90789136ad0772f5"")","-1","eug8","ObjectId(""5a4d83cf90789136ad0772f5"")","-1","0.104560000704",,"scripterResponse"
"ObjectId(""5a4d85fd90789136ad0772f8"")","-1","eug6","ObjectId(""5a4d85fd90789136ad0772f8"")","81","-1",,"scripterPopulation"
"ObjectId(""5a4d884090789136ad0772fb"")","-1","eug16","ObjectId(""5a4d884090789136ad0772fb"")","93","-1",,"scripterPopulation"
"ObjectId(""5a4d891390789136ad0772fc"")","-1","eug10","ObjectId(""5a4d891390789136ad0772fc"")","-1",0,,"scripterResponse"
"ObjectId(""5a4d8ad790789136ad0772ff"")","137.319711538","eug8","ObjectId(""5a4d8ad790789136ad0772ff"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d8bda90789136ad077301"")","-1","eug6","ObjectId(""5a4d8bda90789136ad077301"")","-1","-1","ObjectId(""58295ba579babea371ef32e2"")","peterwashington"
"ObjectId(""5a4d8c3090789136ad077302"")","-1","eug8","ObjectId(""5a4d8c3090789136ad077302"")","-1","-1","ObjectId(""58295ba579babea371ef32e2"")","peterwashington"
"ObjectId(""5a4d8c8490789136ad077303"")","-1","eug10","ObjectId(""5a4d8c8490789136ad077303"")","-1","-1","ObjectId(""58295ba579babea371ef32e2"")","peterwashington"
"ObjectId(""5a4d8cd890789136ad077305"")","-1","eug16","ObjectId(""5a4d8cd890789136ad077305"")","-1","-1","ObjectId(""58295ba579babea371ef32e2"")","peterwashington"
"ObjectId(""5a4d8d0690789136ad077306"")","-1","eug6","ObjectId(""5a4d8d0690789136ad077306"")","-1",0,,"scripterResponse"
"ObjectId(""5a4d8f4890789136ad077309"")","-1","eug16","ObjectId(""5a4d8f4890789136ad077309"")","-1","0.475501375759",,"scripterResponse"
"ObjectId(""5a4d901b90789136ad07730a"")","219.649690233","eug10","ObjectId(""5a4d901b90789136ad07730a"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d91df90789136ad07730d"")","-1","eug8","ObjectId(""5a4d91df90789136ad07730d"")","16","-1",,"scripterPopulation"
"ObjectId(""5a4d940e90789136ad077310"")","136.314957865","eug6","ObjectId(""5a4d940e90789136ad077310"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d965190789136ad077313"")","141.829044118","eug16","ObjectId(""5a4d965190789136ad077313"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4d972490789136ad077314"")","-1","eug10","ObjectId(""5a4d972490789136ad077314"")","339","-1",,"scripterPopulation"
"ObjectId(""5a4d98e890789136ad077317"")","-1","eug8","ObjectId(""5a4d98e890789136ad077317"")","-1","0.361462912337",,"scripterResponse"
"ObjectId(""5a4d9b1690789136ad07731a"")","-1","eug6","ObjectId(""5a4d9b1690789136ad07731a"")","98","-1",,"scripterPopulation"
"ObjectId(""5a4d9d5990789136ad07731d"")","-1","eug16","ObjectId(""5a4d9d5990789136ad07731d"")","77","-1",,"scripterPopulation"
"ObjectId(""5a4d9e2c90789136ad07731e"")","-1","eug10","ObjectId(""5a4d9e2c90789136ad07731e"")","-1",0,,"scripterResponse"
"ObjectId(""5a4d9ff190789136ad077321"")","155.422794118","eug8","ObjectId(""5a4d9ff190789136ad077321"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4da21f90789136ad077324"")","-1","eug6","ObjectId(""5a4da21f90789136ad077324"")","-1",0,,"scripterResponse"
"ObjectId(""5a4da46190789136ad077327"")","-1","eug16","ObjectId(""5a4da46190789136ad077327"")","-1","0.098211849047",,"scripterResponse"
"ObjectId(""5a4da53590789136ad077328"")","218.948348446","eug10","ObjectId(""5a4da53590789136ad077328"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4da6f990789136ad07732b"")","-1","eug8","ObjectId(""5a4da6f990789136ad07732b"")","12","-1",,"scripterPopulation"
"ObjectId(""5a4da92890789136ad07732e"")","139.627878289","eug6","ObjectId(""5a4da92890789136ad07732e"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4dab6a90789136ad077331"")","152.353277439","eug16","ObjectId(""5a4dab6a90789136ad077331"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4dac3d90789136ad077332"")","-1","eug10","ObjectId(""5a4dac3d90789136ad077332"")","288","-1",,"scripterPopulation"
"ObjectId(""5a4dae0290789136ad077335"")","-1","eug8","ObjectId(""5a4dae0290789136ad077335"")","-1","0.494926956763",,"scripterResponse"
"ObjectId(""5a4db03190789136ad077338"")","-1","eug6","ObjectId(""5a4db03190789136ad077338"")","92","-1",,"scripterPopulation"
"ObjectId(""5a4db27390789136ad07733b"")","-1","eug16","ObjectId(""5a4db27390789136ad07733b"")","99","-1",,"scripterPopulation"
"ObjectId(""5a4db34690789136ad07733c"")","-1","eug10","ObjectId(""5a4db34690789136ad07733c"")","-1",0,,"scripterResponse"
"ObjectId(""5a4db50a90789136ad07733f"")","148.557692308","eug8","ObjectId(""5a4db50a90789136ad07733f"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4db73990789136ad077342"")","-1","eug6","ObjectId(""5a4db73990789136ad077342"")","-1",0,,"scripterResponse"
"ObjectId(""5a4db97b90789136ad077345"")","-1","eug16","ObjectId(""5a4db97b90789136ad077345"")","-1","0.0812989400683",,"scripterResponse"
"ObjectId(""5a4dba4e90789136ad077346"")","200.180697279","eug10","ObjectId(""5a4dba4e90789136ad077346"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4dbc1390789136ad077349"")","-1","eug8","ObjectId(""5a4dbc1390789136ad077349"")","17","-1",,"scripterPopulation"
"ObjectId(""5a4dbe4290789136ad07734c"")","137.708938953","eug6","ObjectId(""5a4dbe4290789136ad07734c"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4dc08390789136ad07734f"")","142.572916667","eug16","ObjectId(""5a4dc08390789136ad07734f"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4dc15790789136ad077350"")","-1","eug10","ObjectId(""5a4dc15790789136ad077350"")","358","-1",,"scripterPopulation"
"ObjectId(""5a4dc31b90789136ad077353"")","-1","eug8","ObjectId(""5a4dc31b90789136ad077353"")","-1",0,,"scripterResponse"
"ObjectId(""5a4dc54b90789136ad077356"")","-1","eug6","ObjectId(""5a4dc54b90789136ad077356"")","109","-1",,"scripterPopulation"
"ObjectId(""5a4dc78b90789136ad077359"")","-1","eug16","ObjectId(""5a4dc78b90789136ad077359"")","97","-1",,"scripterPopulation"
"ObjectId(""5a4dc85f90789136ad07735a"")","-1","eug10","ObjectId(""5a4dc85f90789136ad07735a"")","-1",0,,"scripterResponse"
"ObjectId(""5a4dca2490789136ad07735d"")","146.501358696","eug8","ObjectId(""5a4dca2490789136ad07735d"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4dcc5490789136ad077360"")","-1","eug6","ObjectId(""5a4dcc5490789136ad077360"")","-1",0,,"scripterResponse"
"ObjectId(""5a4dce9490789136ad077363"")","-1","eug16","ObjectId(""5a4dce9490789136ad077363"")","-1","0.151641849713",,"scripterResponse"
"ObjectId(""5a4dcf6890789136ad077364"")","212.836671271","eug10","ObjectId(""5a4dcf6890789136ad077364"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4dd12c90789136ad077367"")","-1","eug8","ObjectId(""5a4dd12c90789136ad077367"")","20","-1",,"scripterPopulation"
"ObjectId(""5a4dd35d90789136ad07736a"")","131.475515464","eug6","ObjectId(""5a4dd35d90789136ad07736a"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4dd59d90789136ad07736d"")","142.06861413","eug16","ObjectId(""5a4dd59d90789136ad07736d"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4dd67190789136ad07736e"")","-1","eug10","ObjectId(""5a4dd67190789136ad07736e"")","365","-1",,"scripterPopulation"
"ObjectId(""5a4dd83590789136ad077371"")","-1","eug8","ObjectId(""5a4dd83590789136ad077371"")","-1",0,,"scripterResponse"
"ObjectId(""5a4dda6590789136ad077374"")","-1","eug6","ObjectId(""5a4dda6590789136ad077374"")","92","-1",,"scripterPopulation"
"ObjectId(""5a4ddca590789136ad077377"")","-1","eug16","ObjectId(""5a4ddca590789136ad077377"")","85","-1",,"scripterPopulation"
"ObjectId(""5a4ddd7990789136ad077378"")","-1","eug10","ObjectId(""5a4ddd7990789136ad077378"")","-1",0,,"scripterResponse"
"ObjectId(""5a4ddf3e90789136ad07737b"")","198.153409091","eug8","ObjectId(""5a4ddf3e90789136ad07737b"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4de16e90789136ad07737e"")","-1","eug6","ObjectId(""5a4de16e90789136ad07737e"")","-1",0,,"scripterResponse"
"ObjectId(""5a4de3ad90789136ad077381"")","-1","eug16","ObjectId(""5a4de3ad90789136ad077381"")","-1","0.121384875872",,"scripterResponse"
"ObjectId(""5a4de48290789136ad077382"")","203.165543912","eug10","ObjectId(""5a4de48290789136ad077382"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4de64690789136ad077385"")","-1","eug8","ObjectId(""5a4de64690789136ad077385"")","15","-1",,"scripterPopulation"
"ObjectId(""5a4de87690789136ad077388"")","139.166666667","eug6","ObjectId(""5a4de87690789136ad077388"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4deab590789136ad07738b"")","148.335597826","eug16","ObjectId(""5a4deab590789136ad07738b"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4deb8b90789136ad07738c"")","-1","eug10","ObjectId(""5a4deb8b90789136ad07738c"")","352","-1",,"scripterPopulation"
"ObjectId(""5a4ded4f90789136ad07738f"")","-1","eug8","ObjectId(""5a4ded4f90789136ad07738f"")","-1","0.116966529049",,"scripterResponse"
"ObjectId(""5a4def7f90789136ad077392"")","-1","eug6","ObjectId(""5a4def7f90789136ad077392"")","80","-1",,"scripterPopulation"
"ObjectId(""5a4df1be90789136ad077395"")","-1","eug16","ObjectId(""5a4df1be90789136ad077395"")","116","-1",,"scripterPopulation"
"ObjectId(""5a4df29390789136ad077396"")","-1","eug10","ObjectId(""5a4df29390789136ad077396"")","-1",0,,"scripterResponse"
"ObjectId(""5a4df45790789136ad077399"")","158.501838235","eug8","ObjectId(""5a4df45790789136ad077399"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4df68890789136ad07739c"")","-1","eug6","ObjectId(""5a4df68890789136ad07739c"")","-1",0,,"scripterResponse"
"ObjectId(""5a4df8c690789136ad07739f"")","-1","eug16","ObjectId(""5a4df8c690789136ad07739f"")","-1","0.134476767798",,"scripterResponse"
"ObjectId(""5a4df99c90789136ad0773a0"")","205.481033805","eug10","ObjectId(""5a4df99c90789136ad0773a0"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4dfb6090789136ad0773a3"")","-1","eug8","ObjectId(""5a4dfb6090789136ad0773a3"")","21","-1",,"scripterPopulation"
"ObjectId(""5a4dfd9190789136ad0773a6"")","138.358601485","eug6","ObjectId(""5a4dfd9190789136ad0773a6"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4dffce90789136ad0773a9"")","138.305921053","eug16","ObjectId(""5a4dffce90789136ad0773a9"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4e00a490789136ad0773aa"")","-1","eug10","ObjectId(""5a4e00a490789136ad0773aa"")","302","-1",,"scripterPopulation"
"ObjectId(""5a4e026990789136ad0773ad"")","-1","eug8","ObjectId(""5a4e026990789136ad0773ad"")","-1","0.581975171339",,"scripterResponse"
"ObjectId(""5a4e049990789136ad0773b0"")","-1","eug6","ObjectId(""5a4e049990789136ad0773b0"")","97","-1",,"scripterPopulation"
"ObjectId(""5a4e06d790789136ad0773b3"")","-1","eug16","ObjectId(""5a4e06d790789136ad0773b3"")","111","-1",,"scripterPopulation"
"ObjectId(""5a4e07ad90789136ad0773b4"")","-1","eug10","ObjectId(""5a4e07ad90789136ad0773b4"")","-1",0,,"scripterResponse"
"ObjectId(""5a4e097190789136ad0773b7"")","155.698529412","eug8","ObjectId(""5a4e097190789136ad0773b7"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4e0ba190789136ad0773ba"")","-1","eug6","ObjectId(""5a4e0ba190789136ad0773ba"")","-1",0,,"scripterResponse"
"ObjectId(""5a4e0ddf90789136ad0773bd"")","-1","eug16","ObjectId(""5a4e0ddf90789136ad0773bd"")","-1","0.111424912232",,"scripterResponse"
"ObjectId(""5a4e0eb690789136ad0773be"")","210.850954341","eug10","ObjectId(""5a4e0eb690789136ad0773be"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4e107990789136ad0773c1"")","-1","eug8","ObjectId(""5a4e107990789136ad0773c1"")","19","-1",,"scripterPopulation"
"ObjectId(""5a4e12aa90789136ad0773c4"")","135.62353972","eug6","ObjectId(""5a4e12aa90789136ad0773c4"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4e14e890789136ad0773c7"")","142.732900943","eug16","ObjectId(""5a4e14e890789136ad0773c7"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4e15bf90789136ad0773c8"")","-1","eug10","ObjectId(""5a4e15bf90789136ad0773c8"")","295","-1",,"scripterPopulation"
"ObjectId(""5a4e178290789136ad0773cb"")","-1","eug8","ObjectId(""5a4e178290789136ad0773cb"")","-1",0,,"scripterResponse"
"ObjectId(""5a4e19b390789136ad0773ce"")","-1","eug6","ObjectId(""5a4e19b390789136ad0773ce"")","104","-1",,"scripterPopulation"
"ObjectId(""5a4e1bf190789136ad0773d1"")","-1","eug16","ObjectId(""5a4e1bf190789136ad0773d1"")","140","-1",,"scripterPopulation"
"ObjectId(""5a4e1cc790789136ad0773d2"")","-1","eug10","ObjectId(""5a4e1cc790789136ad0773d2"")","-1","0.0142539114256",,"scripterResponse"
"ObjectId(""5a4e1e8a90789136ad0773d5"")","150.46875","eug8","ObjectId(""5a4e1e8a90789136ad0773d5"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4e20bc90789136ad0773d8"")","-1","eug6","ObjectId(""5a4e20bc90789136ad0773d8"")","-1",0,,"scripterResponse"
"ObjectId(""5a4e22f990789136ad0773db"")","-1","eug16","ObjectId(""5a4e22f990789136ad0773db"")","-1","0.149557444407",,"scripterResponse"
"ObjectId(""5a4e23d090789136ad0773dc"")","191.40625","eug10","ObjectId(""5a4e23d090789136ad0773dc"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4e259390789136ad0773df"")","-1","eug8","ObjectId(""5a4e259390789136ad0773df"")","14","-1",,"scripterPopulation"
"ObjectId(""5a4e27c490789136ad0773e2"")","145.658903302","eug6","ObjectId(""5a4e27c490789136ad0773e2"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4e2a0190789136ad0773e5"")","153.770068807","eug16","ObjectId(""5a4e2a0190789136ad0773e5"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4e2ad890789136ad0773e6"")","-1","eug10","ObjectId(""5a4e2ad890789136ad0773e6"")","329","-1",,"scripterPopulation"
"ObjectId(""5a4e2c9c90789136ad0773e9"")","-1","eug8","ObjectId(""5a4e2c9c90789136ad0773e9"")","-1","0.0500907863572",,"scripterResponse"
"ObjectId(""5a4e2ecd90789136ad0773ec"")","-1","eug6","ObjectId(""5a4e2ecd90789136ad0773ec"")","107","-1",,"scripterPopulation"
"ObjectId(""5a4e310a90789136ad0773ef"")","-1","eug16","ObjectId(""5a4e310a90789136ad0773ef"")","151","-1",,"scripterPopulation"
"ObjectId(""5a4e31e090789136ad0773f0"")","-1","eug10","ObjectId(""5a4e31e090789136ad0773f0"")","-1",0,,"scripterResponse"
"ObjectId(""5a4e33a490789136ad0773f3"")","157.589285714","eug8","ObjectId(""5a4e33a490789136ad0773f3"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4e35d590789136ad0773f6"")","-1","eug6","ObjectId(""5a4e35d590789136ad0773f6"")","-1",0,,"scripterResponse"
"ObjectId(""5a4e381290789136ad0773f9"")","-1","eug16","ObjectId(""5a4e381290789136ad0773f9"")","-1","0.0723390609175",,"scripterResponse"
"ObjectId(""5a4e38e890789136ad0773fa"")","195.445827096","eug10","ObjectId(""5a4e38e890789136ad0773fa"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4e3aad90789136ad0773fd"")","-1","eug8","ObjectId(""5a4e3aad90789136ad0773fd"")","17","-1",,"scripterPopulation"
"ObjectId(""5a4e3cde90789136ad077400"")","136.596467391","eug6","ObjectId(""5a4e3cde90789136ad077400"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4e3f1b90789136ad077403"")","157.267099057","eug16","ObjectId(""5a4e3f1b90789136ad077403"")","-1","-1",,"scripterActivity"
"ObjectId(""5a4e3ff190789136ad077404"")","-1","eug10","ObjectId(""5a4e3ff190789136ad077404"")","337","-1",,"scripterPopulation"
"ObjectId(""5a4e41b590789136ad077407"")","-1","eug8","ObjectId(""5a4e41b590789136ad077407"")","-1","0.0411329082334",,"scripterResponse"
"ObjectId(""5a4e43e790789136ad07740a"")","-1","eug6","ObjectId(""5a4e43e790789136ad07740a"")","104","-1",,"scripterPopulation"
"ObjectId(""5a4e462390789136ad07740d"")","-1","eug16","ObjectId(""5a4e462390789136ad07740d"")","113","-1",,"scripterPopulation"
